"ASVID","ZOZOW1T_feces_320","ZOZOW1T_feces_321","ZOZOW1T_feces_322","ZOZOW1T_feces_323","ZOZOW1T_feces_324","ZOZOW1T_feces_325","ZOZOW1T_feces_326","ZOZOW1T_feces_327","ZOZOW1T_feces_328","ZOZOW1T_feces_329","ZOZOW1T_feces_330","ZOZOW1T_feces_331","ZOZOW1T_feces_332","ZOZOW1T_feces_333","ZOZOW1T_feces_334","ZOZOW1T_feces_336","ZOZOW1T_feces_339","ZOZOW1T_feces_340","ZOZOW1T_feces_342","ZOZOW1T_feces_343","ZOZOW1T_feces_344","ZOZOW1T_feces_345","ZOZOW1T_feces_346","ZOZOW1T_feces_347","ZOZOW1T_feces_348","ZOZOW1T_feces_349","ZOZOW1T_feces_350","ZOZOW1T_feces_351","ZOZOW1T_feces_352","ZOZOW1T_feces_353","ZOZOW1T_feces_354","ZOZOW1T_feces_355","ZOZOW1T_feces_356","ZOZOW1T_feces_358","ZOZOW1T_feces_359","ZOZOW1T_feces_360","ZOZOW1T_feces_362","ZOZOW1T_feces_363","ZOZOW1T_feces_365","ZOZOW1T_feces_367","ZOZOW1T_feces_368","ZOZOW1T_feces_369","ZOZOW1T_feces_370","ZOZOW1T_feces_371","ZOZOW1T_feces_372","ZOZOW1T_feces_373","ZOZOW1T_feces_374","ZOZOW1T_feces_375","ZOZOW1T_feces_376","ZOZOW1T_feces_377","ZOZOW1T_feces_378","ZOZOW1T_feces_379","ZOZOW1T_feces_380"
"OTU_25",5.17048399503815,5.43372200355424,5.89440283426485,5.67675380226828,5.13579843705026,5.53338948872752,6.11368217983223,5.39362754635236,6.37842618365159,5.85220247977447,5.92425579741453,5.79605775076537,6.14203740558736,5.25227342804663,6.53087762772588,6.37161184723186,5.97126183979046,5.97888576490112,5.30330490805908,6.0913098820777,5.91620206260743,5.88887795833288,5.84932477994686,5.54517744447956,6.07073772800249,6.1527326947041,5.85507192220243,6.16751649088834,5.06890420222023,4.85981240436167,4.9416424226093,5.30826769740121,5.13579843705026,4.95582705760126,4.12713438504509,4.76217393479776,4.43081679884331,4.54329478227,3.89182029811063,4.0943445622221,5.66642668811243,4.38202663467388,6.01859321449623,4.0943445622221,5.27811465923052,4.82028156560504,4.30406509320417,5.89715386763674,5.04342511691925,6.04737217904628,5.13579843705026,5.36597601502185,5.19849703126583
"OTU_33",1.09861228866811,4.43081679884331,4.49980967033027,4.46590811865458,4.23410650459726,2.99573227355399,3.63758615972639,4.00733318523247,4.53259949315326,3.13549421592915,2.99573227355399,2.56494935746154,4.7361984483945,0,4.36944785246702,4.52178857704904,5.10594547390058,3.46573590279973,-0.429182150618408,5.74939298590825,5.75574221358691,6.23048144757848,2.99573227355399,2.07944154167984,3.55534806148941,5.86929691313377,4.04305126783455,5.31811999384422,6.58892647753352,6.38519439899773,5.63121178182137,5.39816270151775,4.77068462446567,0,5.16478597392351,4.96284463025991,6.67582322163485,6.12905021006055,6.49677499018586,5.3890717298165,5.3890717298165,4.07753744390572,5.43372200355424,6.70686233660275,6.20859002609663,6.21060007702465,5.75257263882563,5.76832099579377,5.8348107370626,5.5683445037611,6.08677472691231,6.34388043412633,6.38012253689976
"OTU_6",4.78749174278205,5.2257466737132,5.4510384535657,5.77765232322266,4.81218435537242,5.65948221575962,5.87773578177964,5.21493575760899,6.0282785202307,5.4553211153577,5.82600010738045,5.70711026474888,5.6970934865054,5.0998664278242,6.16120732169508,5.94803498918065,5.89164421182577,5.51745289646471,4.67282883446191,5.53733426701854,5.25227342804663,5.83188247728352,6.31354804627709,5.52942908751142,5.60947179518496,5.66988092298052,5.33271879326537,5.79909265446053,4.84418708645859,4.88280192258637,4.67282883446191,4.91265488573605,5.54907608489522,4.18965474202643,4.0943445622221,4.95582705760126,4.47733681447821,4.33073334028633,4.70953020131233,4.07753744390572,5.01063529409626,4.02535169073515,5.13579843705026,4.04305126783455,5.85220247977447,4.4188406077966,4.49980967033027,4.98360662170834,3.80666248977032,5.07517381523383,5.08759633523238,5.27299955856375,5.28826703069454
"OTU_35",4.36944785246702,4.70953020131233,5.35658627467201,5.07517381523383,4.75359019110636,4.77068462446567,5.48063892334199,4.59511985013459,5.8636311755981,5.2040066870768,5.31811999384422,5.28826703069454,5.49306144334055,4.51085950651685,5.90536184805457,5.76519110278484,5.40267738187228,5.28826703069454,4.80402104473326,5.38449506278909,5.15329159449778,5.3890717298165,5.33271879326537,4.64439089914137,5.52942908751142,5.23644196282995,5.04342511691925,5.37989735354046,4.00733318523247,3.97029191355212,3.97029191355212,4.59511985013459,4.30406509320417,4.21950770517611,3.61091791264422,3.87120101090789,3.87120101090789,3.80666248977032,3.55534806148941,3.61091791264422,4.87519732320115,3.36729582998647,5.23110861685459,3.40119738166216,4.92725368515721,3.76120011569356,3.2188758248682,4.97673374242057,3.63758615972639,5.01727983681492,4.71849887129509,4.62497281328427,4.21950770517611
"OTU_41",3.63758615972639,5.65599181081985,4.89783979995091,5.2040066870768,4.84418708645859,3.49650756146648,3.89182029811063,4.76217393479776,5.19849703126583,4.02535169073515,5.29330482472449,4.02535169073515,3.43398720448515,5.50125821054473,4.24849524204936,3.52636052461616,4.70048036579242,5.11799381241676,3.40119738166216,5.0998664278242,5.70044357339069,3.97029191355212,3.71357206670431,4.56434819146784,4.89034912822175,3.78418963391826,3.52636052461616,4.47733681447821,4.60517018598809,4.43081679884331,4.62497281328427,5.7268477475872,4.17438726989564,4.89034912822175,4.77912349311153,4.4188406077966,5.53338948872752,5.59471137960184,4.20469261939097,3.93182563272433,4.54329478227,4.38202663467388,4.74493212836325,4.63472898822964,4.34380542185368,5.43372200355424,5.22035582507832,4.66343909411207,4.89034912822175,5.22035582507832,3.97029191355212,4.7361984483945,3.78418963391826
"OTU_29",5.27811465923052,4.40671924726425,4.69134788222914,3.95124371858143,5.59842195899838,4.61512051684126,4.49980967033027,4.89034912822175,4.52178857704904,5.11198778835654,4.71849887129509,5.08140436498446,4.18965474202643,4.38202663467388,3.80666248977032,3.78418963391826,4.89783979995091,5.33753807970132,3.55534806148941,4.07753744390572,5.17614973257383,4.66343909411207,5.25749537202778,4.24849524204936,4.04305126783455,4.17438726989564,4.11087386417331,4.49980967033027,3.61091791264422,4.89783979995091,2.94443897916644,4.0943445622221,2.07944154167984,3.40119738166216,5.17614973257383,3.55534806148941,3.13549421592915,3.61091791264422,3.36729582998647,4.35670882668959,4.33073334028633,6.13772705408623,4.57471097850338,3.46573590279973,3.55534806148941,4.39444915467244,5.03043792139244,4.21950770517611,3.13549421592915,4.62497281328427,4.61512051684126,3.13549421592915,3.17805383034795
"OTU_59",0,3.40119738166216,-0.47225272130274,-0.654983677267095,1.94591014905531,-0.567384742666033,0,-0.581213324800512,2.70805020110221,3.85014760171006,3.2188758248682,4.11087386417331,1.94591014905531,2.30258509299405,2.94443897916644,2.83321334405622,0.693147180559945,-0.396182458561077,1.79175946922805,-0.310563912671588,1.38629436111989,1.09861228866811,1.38629436111989,4.52178857704904,4.67282883446191,3.29583686600433,4.52178857704904,3.13549421592915,0.693147180559945,2.07944154167984,0.693147180559945,3.3322045101752,4.14313472639153,4.17438726989564,5.73009978297357,4.64439089914137,5.03695260241363,4.12713438504509,4.15888308335967,5.33753807970132,5.27299955856375,6.15060276844628,5.11799381241676,4.20469261939097,4.62497281328427,5.52942908751142,4.78749174278205,4.40671924726425,5.68697535633982,4.92725368515721,4.86753445045558,5.92425579741453,4.14313472639153
"OTU_72",4.63472898822964,2.07944154167984,4.70048036579242,3.61091791264422,1.79175946922805,4.36944785246702,4.0943445622221,3.55534806148941,2.89037175789616,3.40119738166216,0.693147180559945,2.30258509299405,4.39444915467244,4.17438726989564,3.52636052461616,5.01727983681492,5.29330482472449,5.26785815906333,7.61677580869837,4.85981240436167,3.61091791264422,4.71849887129509,3.95124371858143,-0.432853768676549,0,-0.442101852711901,0,-0.417335258001284,-0.474773925079622,-0.453569748100703,-0.554169184232416,-0.529878043641758,-0.533543606984948,2.83321334405622,-0.424851282904577,-0.534633366513675,-0.565536285007962,-0.494269540150122,-0.620357394027254,-0.752237982860894,-0.487375349326103,-0.446561566837601,-0.472816220311734,-0.447110420132516,-0.39874701434819,-0.452263837576069,-0.452947416736941,-0.518794009494013,-0.540888308289669,-0.354597971197346,-0.438720893972257,-0.410923418652746,-0.589461647408366
"OTU_71",3.3322045101752,3.8286413964891,4.11087386417331,4.71849887129509,4.92725368515721,4.91998092582813,4.00733318523247,3.95124371858143,3.8286413964891,4.36944785246702,4.20469261939097,3.55534806148941,5.14749447681345,4.85981240436167,3.98898404656427,3.46573590279973,3.97029191355212,3.85014760171006,2.07944154167984,4.4188406077966,5.03695260241363,3.66356164612965,2.94443897916644,3.73766961828337,4.18965474202643,3.17805383034795,2.77258872223978,3.58351893845611,3.43398720448515,3.52636052461616,3.76120011569356,4.00733318523247,3.8286413964891,-0.15738066118473,5.2040066870768,3.73766961828337,2.56494935746154,4.07753744390572,4.27666611901606,4.14313472639153,4.12713438504509,4.66343909411207,4.38202663467388,4.46590811865458,3.97029191355212,4.04305126783455,3.04452243772342,3.2188758248682,2.484906649788,4.18965474202643,4.04305126783455,3.46573590279973,3.29583686600433
"OTU_97",5.05624580534831,4.07753744390572,4.45434729625351,3.25809653802148,3.2188758248682,3.46573590279973,2.94443897916644,3.52636052461616,3.76120011569356,3.8286413964891,3.40119738166216,3.63758615972639,3.49650756146648,4.02535169073515,4.02535169073515,3.71357206670431,3.3322045101752,4.61512051684126,1.09861228866811,4.04305126783455,4.15888308335967,2.77258872223978,2.99573227355399,3.93182563272433,3.36729582998647,3.49650756146648,3.46573590279973,3.49650756146648,0.0275948278675887,2.89037175789616,4.11087386417331,4.70048036579242,3.89182029811063,3.3322045101752,4.4188406077966,3.97029191355212,4.64439089914137,4.58496747867057,4.24849524204936,4.20469261939097,4.02535169073515,4.8283137373023,3.63758615972639,4.12713438504509,4.04305126783455,4.79579054559674,3.68887945411394,4.72738781871234,4.58496747867057,4.36944785246702,4.46590811865458,4.43081679884331,2.70805020110221
"OTU_48",3.61091791264422,4.04305126783455,5.08140436498446,2.89037175789616,4.06044301054642,4.61512051684126,5.605802066296,3.61091791264422,2.83321334405622,3.97029191355212,5.03043792139244,4.59511985013459,3.40119738166216,4.34380542185368,2.94443897916644,2.07944154167984,2.19722457733622,0.693147180559945,0.0166583166085264,0.693147180559945,1.38629436111989,1.6094379124341,0.693147180559945,1.6094379124341,1.79175946922805,4.45434729625351,4.20469261939097,0,3.04452243772342,4.95582705760126,1.94591014905531,4.35670882668959,4.38202663467388,4.24849524204936,4.30406509320417,2.83321334405622,1.09861228866811,1.38629436111989,1.6094379124341,2.70805020110221,3.80666248977032,3.04452243772342,4.4188406077966,4.74493212836325,3.76120011569356,1.94591014905531,5.31320597904179,2.56494935746154,4.75359019110636,4.4188406077966,3.09104245335832,4.89783979995091,-0.602397622086231
"OTU_115",3.09104245335832,2.19722457733622,-0.0343941622828975,-0.610221403903517,1.09861228866811,4.53259949315326,4.89783979995091,4.30406509320417,3.80666248977032,4.49980967033027,3.89182029811063,3.61091791264422,2.07944154167984,5.16478597392351,5.38449506278909,2.30258509299405,4.89034912822175,3.76120011569356,0.00365705005115263,3.49650756146648,3.80666248977032,0.693147180559945,3.52636052461616,3.43398720448515,2.19722457733622,0.693147180559945,2.19722457733622,2.19722457733622,-0.0469803976238142,-0.0360213996738958,-0.532013839099012,-0.507722698508354,4.94875989037817,3.63758615972639,4.74493212836325,5.54907608489522,2.484906649788,4.06044301054642,2.94443897916644,0,5.62401750618734,2.77258872223978,2.39789527279837,5.14749447681345,1.94591014905531,0,4.56434819146784,2.63905732961526,4.84418708645859,0.0157519588016687,4.27666611901606,-0.0140804444593694,-0.567306302274961
"OTU_16",1.79175946922805,3.49650756146648,2.484906649788,3.89182029811063,2.56494935746154,4.02535169073515,4.59511985013459,4.57471097850338,2.39789527279837,2.484906649788,2.77258872223978,3.76120011569356,3.29583686600433,1.94591014905531,3.17805383034795,3.89182029811063,4.11087386417331,3.68887945411394,1.09861228866811,4.34380542185368,3.40119738166216,4.17438726989564,5.08759633523238,3.93182563272433,3.52636052461616,4.84418708645859,4.07753744390572,3.58351893845611,4.77068462446567,4.78749174278205,4.70048036579242,3.73766961828337,4.8283137373023,1.94591014905531,3.61091791264422,2.83321334405622,2.63905732961526,4.12713438504509,3.43398720448515,3.04452243772342,4.17438726989564,2.94443897916644,4.06044301054642,4.12713438504509,4.68213122712422,4.24849524204936,4.46590811865458,2.70805020110221,2.94443897916644,3.76120011569356,2.39789527279837,3.63758615972639,4.26267987704132
"OTU_30",0.693147180559945,-0.317697170581895,0,0,0,2.19722457733622,1.94591014905531,2.484906649788,0.693147180559945,-0.269037657598968,1.79175946922805,1.09861228866811,2.39789527279837,3.63758615972639,3.71357206670431,2.77258872223978,1.79175946922805,3.43398720448515,2.07944154167984,3.04452243772342,3.29583686600433,3.76120011569356,1.38629436111989,3.04452243772342,2.77258872223978,3.04452243772342,3.61091791264422,2.94443897916644,5.23110861685459,4.54329478227,4.85981240436167,4.20469261939097,3.13549421592915,3.80666248977032,2.56494935746154,3.2188758248682,3.09104245335832,2.83321334405622,4.30406509320417,4.35670882668959,3.49650756146648,4.75359019110636,4.90527477843843,2.30258509299405,4.85981240436167,4.0943445622221,3.71357206670431,2.99573227355399,5.02388052084628,4.7361984483945,1.79175946922805,4.62497281328427,4.89783979995091
"OTU_210",3.61091791264422,4.00733318523247,2.07944154167984,2.56494935746154,4.02535169073515,3.93182563272433,3.93182563272433,4.26267987704132,4.70953020131233,4.85203026391962,4.66343909411207,3.52636052461616,4.11087386417331,3.52636052461616,3.97029191355212,3.46573590279973,2.56494935746154,3.29583686600433,0,4.17438726989564,3.61091791264422,3.52636052461616,5.16478597392351,5.65599181081985,4.98360662170834,1.38629436111989,3.49650756146648,4.27666611901606,-0.30094672668669,-0.289987728736772,-0.343073115895312,-0.330549750626861,3.89182029811063,0.693147180559945,0,2.70805020110221,2.77258872223978,4.70048036579242,-0.378453725829145,0,0.693147180559945,0,1.94591014905531,2.94443897916644,2.30258509299405,1.09861228866811,3.58351893845611,2.19722457733622,1.79175946922805,3.25809653802148,2.39789527279837,1.38629436111989,2.484906649788
"OTU_61",3.85014760171006,3.46573590279973,4.24849524204936,3.40119738166216,4.39444915467244,3.71357206670431,4.20469261939097,4.44265125649032,2.94443897916644,3.52636052461616,2.70805020110221,4.34380542185368,4.17438726989564,4.02535169073515,4.26267987704132,4.21950770517611,1.6094379124341,3.49650756146648,1.79175946922805,3.78418963391826,3.78418963391826,4.24849524204936,1.38629436111989,2.39789527279837,3.04452243772342,3.66356164612965,3.61091791264422,3.95124371858143,3.93182563272433,3.46573590279973,3.55534806148941,3.66356164612965,2.56494935746154,-0.640593173414093,4.06044301054642,2.77258872223978,1.79175946922805,2.39789527279837,3.73766961828337,3.2188758248682,3.73766961828337,2.19722457733622,3.85014760171006,3.93182563272433,3.71357206670431,3.29583686600433,1.94591014905531,-0.417296605379454,1.6094379124341,2.89037175789616,4.07753744390572,4.14313472639153,3.2188758248682
"OTU_254",1.6094379124341,4.52178857704904,3.09104245335832,3.52636052461616,2.99573227355399,2.99573227355399,3.13549421592915,3.43398720448515,1.09861228866811,2.63905732961526,1.79175946922805,3.2188758248682,3.71357206670431,3.25809653802148,3.36729582998647,2.56494935746154,3.3322045101752,4.75359019110636,-0.375441182216269,3.46573590279973,4.34380542185368,3.73766961828337,3.3322045101752,2.94443897916644,3.43398720448515,3.17805383034795,1.79175946922805,3.98898404656427,4.36944785246702,4.35670882668959,5.04985600724954,2.94443897916644,2.70805020110221,3.46573590279973,2.07944154167984,2.94443897916644,3.71357206670431,2.70805020110221,3.8286413964891,4.57471097850338,3.63758615972639,3.25809653802148,2.39789527279837,2.30258509299405,3.76120011569356,3.73766961828337,4.31748811353631,3.40119738166216,2.07944154167984,3.13549421592915,3.46573590279973,3.73766961828337,3.61091791264422
"OTU_201",3.40119738166216,4.38202663467388,5.32300997913841,2.94443897916644,3.46573590279973,2.63905732961526,2.56494935746154,3.89182029811063,1.6094379124341,3.71357206670431,3.17805383034795,0.693147180559945,3.13549421592915,3.80666248977032,3.46573590279973,3.93182563272433,1.38629436111989,3.36729582998647,1.38629436111989,4.00733318523247,4.86753445045558,3.17805383034795,2.30258509299405,2.77258872223978,2.94443897916644,3.25809653802148,2.77258872223978,2.89037175789616,3.68887945411394,3.52636052461616,4.24849524204936,4.54329478227,2.77258872223978,-0.689023690034243,4.23410650459726,2.94443897916644,4.20469261939097,3.29583686600433,3.97029191355212,3.49650756146648,3.55534806148941,2.63905732961526,3.36729582998647,3.36729582998647,3.09104245335832,2.484906649788,2.63905732961526,3.09104245335832,2.77258872223978,2.99573227355399,3.61091791264422,3.95124371858143,2.63905732961526
"OTU_128",4.40671924726425,3.09104245335832,3.68887945411394,2.83321334405622,4.70953020131233,3.8286413964891,3.52636052461616,3.98898404656427,3.46573590279973,4.11087386417331,3.49650756146648,4.0943445622221,3.40119738166216,3.13549421592915,2.94443897916644,2.484906649788,3.91202300542815,4.44265125649032,2.99573227355399,3.3322045101752,3.93182563272433,3.63758615972639,4.23410650459726,3.09104245335832,2.83321334405622,3.17805383034795,3.04452243772342,3.52636052461616,2.63905732961526,4.02535169073515,1.38629436111989,2.99573227355399,1.6094379124341,1.09861228866811,4.07753744390572,1.94591014905531,2.89037175789616,2.77258872223978,2.56494935746154,3.8286413964891,3.13549421592915,4.88280192258637,3.04452243772342,2.63905732961526,2.30258509299405,3.40119738166216,3.98898404656427,3.04452243772342,1.38629436111989,3.76120011569356,3.8286413964891,2.30258509299405,2.19722457733622
"OTU_70",1.94591014905531,3.63758615972639,2.94443897916644,3.43398720448515,2.484906649788,3.71357206670431,4.07753744390572,3.76120011569356,2.19722457733622,2.07944154167984,2.56494935746154,3.25809653802148,3.29583686600433,1.38629436111989,2.63905732961526,2.77258872223978,3.66356164612965,3.17805383034795,1.94591014905531,3.98898404656427,2.63905732961526,3.43398720448515,4.49980967033027,3.13549421592915,2.89037175789616,4.17438726989564,3.76120011569356,2.99573227355399,4.24849524204936,4.57471097850338,4.15888308335967,3.36729582998647,4.06044301054642,1.6094379124341,3.2188758248682,2.70805020110221,2.19722457733622,4.02535169073515,3.52636052461616,2.94443897916644,3.68887945411394,2.30258509299405,3.40119738166216,3.68887945411394,4.23410650459726,3.76120011569356,3.78418963391826,1.94591014905531,2.56494935746154,3.58351893845611,2.19722457733622,3.46573590279973,3.40119738166216
"OTU_252",3.04452243772342,3.36729582998647,1.6094379124341,2.19722457733622,2.83321334405622,2.83321334405622,3.17805383034795,3.2188758248682,3.58351893845611,4.06044301054642,4.29045944114839,2.63905732961526,4.30406509320417,3.8286413964891,3.29583686600433,3.3322045101752,2.19722457733622,2.63905732961526,0.693147180559945,3.89182029811063,2.70805020110221,2.77258872223978,4.51085950651685,5.33271879326537,4.82028156560504,2.70805020110221,3.89182029811063,4.40671924726425,-0.581469235481815,0,-0.623595624690437,-0.611072259421987,3.55534806148941,1.38629436111989,-0.555848325382018,3.17805383034795,3.09104245335832,4.8283137373023,-0.65897623462427,-0.728385826199975,0,0,2.63905732961526,3.09104245335832,1.94591014905531,1.09861228866811,4.24849524204936,1.38629436111989,2.484906649788,4.06044301054642,2.39789527279837,2.19722457733622,2.56494935746154
"OTU_28",3.46573590279973,3.71357206670431,3.87120101090789,2.94443897916644,3.89182029811063,3.25809653802148,3.63758615972639,3.98898404656427,1.79175946922805,3.43398720448515,1.6094379124341,3.97029191355212,3.73766961828337,3.55534806148941,3.61091791264422,3.91202300542815,3.85014760171006,4.21950770517611,2.83321334405622,4.30406509320417,3.71357206670431,3.76120011569356,2.30258509299405,1.79175946922805,3.61091791264422,3.3322045101752,3.09104245335832,3.43398720448515,3.98898404656427,3.91202300542815,3.29583686600433,3.63758615972639,2.07944154167984,2.484906649788,3.61091791264422,2.77258872223978,1.6094379124341,2.484906649788,3.3322045101752,2.89037175789616,2.89037175789616,1.38629436111989,3.13549421592915,3.71357206670431,3.40119738166216,3.04452243772342,2.484906649788,1.09861228866811,1.09861228866811,3.17805383034795,4.06044301054642,3.80666248977032,2.89037175789616
"OTU_226",3.17805383034795,3.36729582998647,3.29583686600433,3.68887945411394,3.55534806148941,3.3322045101752,3.04452243772342,2.63905732961526,3.25809653802148,3.58351893845611,3.61091791264422,4.02535169073515,3.58351893845611,5.01063529409626,3.89182029811063,2.56494935746154,1.38629436111989,2.56494935746154,1.6094379124341,3.63758615972639,2.70805020110221,2.56494935746154,3.17805383034795,3.61091791264422,2.83321334405622,2.56494935746154,3.09104245335832,2.77258872223978,2.83321334405622,2.83321334405622,3.43398720448515,2.63905732961526,2.70805020110221,0,3.63758615972639,2.89037175789616,3.09104245335832,3.3322045101752,2.77258872223978,2.94443897916644,3.8286413964891,4.34380542185368,2.83321334405622,3.25809653802148,2.94443897916644,3.58351893845611,3.71357206670431,3.13549421592915,3.36729582998647,3.68887945411394,3.36729582998647,2.94443897916644,2.30258509299405
