"SampleID","Day","Barometer..mmHg.","Cond..uS.cm.","Sp.Cond..uS.cm.","Sal..psu.","nLFCond..uS.cm.","TDS..mg.L.","Temp..F.","Temp..C.","pH","pH..mV.","ORP..mV.","ODO..percent.Sat.","ODO..mg.L.","ODO..percent..LocalB.","Pressure..psi.a.","Depth..m.","Vertical.Position..m."
"Nov2rep2",0,741.075,74.35,107.225,0.05,109.15,69.5,48.1,8.925,8.0225,-57.625,177.375,98.575,11.405,101.075,-0.00125,-0.00075,-0.01825
"Nov3rep2",1,747.5,73.2666666666667,106,0.05,107.9,69,47.9,8.83333333333333,8.00333333333333,-56.6,246.1,98.1666666666667,11.3933333333333,99.8333333333333,0.167,0.117666666666667,0.177
"Nov4rep2",2,743.166666666667,75.6666666666667,108.2,0.05,110.1,70,48.6666666666667,9.26666666666667,8.05,-59.1333333333333,222.6,100.333333333333,11.5233333333333,102.633333333333,0.217,0.152666666666667,0.163666666666667
"Nov6rep2",4,741.366666666667,74.2,106.8,0.05,108.633333333333,69,48.2666666666667,9.06666666666667,8.01,-56.9,221.233333333333,100.2,11.5766666666667,102.766666666667,0.0683333333333333,0.048,0.091
"Nov9rep2",7,747.2,72.5666666666667,105.4,0.05,107.266666666667,68.6666666666667,47.6333333333333,8.7,8.15333333333333,-64.7,175.3,98.6333333333333,11.4833333333333,100.333333333333,0.104333333333333,0.0733333333333333,0.19
"Nov10rep2",8,746.366666666667,72.4,106.1,0.05,107.9,69,47.1,8.4,7.95666666666667,-54.0333333333333,155.833333333333,98.5333333333333,11.5566666666667,100.333333333333,0.110333333333333,0.0776666666666667,0.111333333333333
"Nov11rep2",9,740,72.0666666666667,106.033333333333,0.05,107.866666666667,69,46.8333333333333,8.23333333333333,8.08,-60.5333333333333,203.4,98.6,11.61,101.266666666667,0.0753333333333333,0.0533333333333333,0.0246666666666667
"Nov12rep2",10,729.233333333333,72.9,106.9,0.05,108.766666666667,69,47,8.3,8.02,-57.3,183.166666666667,97.9333333333333,11.5,102.1,0.119,0.0833333333333333,-0.103333333333333
"Nov13rep2",11,743.333333333333,72.1,107.733333333333,0.05,109.566666666667,70,45.8,7.7,8.01333333333333,-57,178.033333333333,97.7333333333333,11.66,99.9333333333333,0.114,0.08,0.110666666666667
"Nov16rep2",14,747.133333333333,72,108.9,0.05,110.766666666667,71,45.0666666666667,7.26666666666667,7.98333333333333,-55.1,171.3,98,11.8133333333333,99.6333333333333,0.0526666666666667,0.0366666666666667,0.109333333333333
"Nov17rep2",15,741.8,74.0666666666667,109.666666666667,0.05,111.566666666667,71.3333333333333,46.4333333333333,8,8.01666666666667,-57.15,169.25,98.8333333333333,11.6966666666667,101.266666666667,0.132333333333333,0.093,0.112
"Nov18rep2",16,725.9,74.8666666666667,110.133333333333,0.05,112.066666666667,72,46.7666666666667,8.2,8.01666666666667,-57.15,169.25,98.1666666666667,11.5566666666667,102.766666666667,0.0486666666666667,0.034,-0.161333333333333
"Nov19rep2",17,732.2,73.7333333333333,110.066666666667,0.05,111.966666666667,71.6666666666667,45.9,7.73333333333333,8.01666666666667,-57.15,169.25,100.2,11.9433333333333,104.033333333333,0.13,0.0913333333333333,-0.000666666666666668
"Nov20rep2",18,745.533333333333,74.8,114.666666666667,0.05,116.566666666667,74.3333333333333,44.2333333333333,6.8,8.07,-59.7,96.0333333333333,98.0666666666667,11.9633333333333,100,0.0826666666666667,0.058,0.123333333333333
"Nov23rep2",21,742.933333333333,67.0333333333333,107.933333333333,0.05,109.533333333333,70.3333333333333,41.3,5.16666666666667,8.10333333333333,-61.3333333333333,147.5,97.7666666666667,12.4333333333333,100.066666666667,0.229,0.161333333333333,0.209
"Nov24rep2",22,753.233333333333,64.2333333333333,105.3,0.05,106.766666666667,68.3333333333333,40.2333333333333,4.56666666666667,8.02666666666667,-57.4,157.35,32.495,4.20666666666667,32.8733333333333,5.18066666666667,-27.6523333333333,165.430333333333
"Nov25rep2",23,744.666666666667,64.8,106.233333333333,0.05,107.766666666667,69,40.2333333333333,4.6,7.72333333333333,-50.2333333333333,167.2,95.1666666666667,12.28,97.1,0.033,0.0233333333333333,0.0776666666666667
"Nov26rep2",24,752,65.7666666666667,107.933333333333,0.05,109.433333333333,70.3333333333333,40.1666666666667,4.53333333333333,8.1,-70.7333333333333,207.633333333333,93.9333333333333,12.14,94.9666666666667,0.204666666666667,0.144,0.314
"Nov30rep2",28,752.766666666667,64.0666666666667,109.3,0.05,110.6,71,38,3.3,7.79666666666667,-53.9333333333333,135.533333333333,93.3666666666667,12.4566666666667,94.3,0.066,0.0463333333333333,0.201666666666667
"Dec1rep2",29,739.533333333333,65.1333333333333,110.7,0.05,112.033333333333,72,38.2,3.4,7.70666666666667,-49.2,134.9,94,12.4933333333333,96.6,0.403,0.283,0.267
"Dec2rep2",30,739.933333333333,65.2333333333333,111.1,0.05,112.4,72,38.1333333333333,3.4,8.04666666666667,-67.4666666666667,146.833333333333,94.9,12.64,97.5,0.137,0.0963333333333333,0.093
"Dec3rep2",31,747.5,66.3333333333333,113.033333333333,0.05,114.433333333333,73.6666666666667,38.0666666666667,3.33333333333333,7.96333333333333,-63.1333333333333,137.333333333333,92.4333333333333,12.3133333333333,93.9333333333333,0.215333333333333,0.151666666666667,0.226666666666667
"Dec4rep2",32,753,65.3333333333333,112,0.05,113.333333333333,72.6666666666667,37.7666666666667,3.23333333333333,7.42666666666667,-34.3,201.233333333333,94.8666666666667,12.7,95.7333333333333,0.136666666666667,0.0963333333333333,0.265
"Dec7rep2",35,746.125,62.55,107.2,0.05,108.425,70,37.75,3.2,7.72,-53.825,182.825,95.825,12.825,97.6,0.099,0.06975,0.12025
"Dec8rep2",36,739.4,62.325,107.25,0.05,108.45,69.75,37.525,3.1,7.5375,-44.15,149.075,95.2,12.79,97.85,0.16325,0.11475,0.075
"Dec9rep2",37,734.733333333333,64.5333333333333,109.9,0.05,111.2,71.3333333333333,38.0666666666667,3.36666666666667,7.85666666666667,-61.5,149.633333333333,95.2666666666667,12.6833333333333,98.5,0.12,0.084,0.0306666666666667
"Dec10rep2",38,726.4,64.3,108.533333333333,0.05,109.933333333333,71,38.6,3.66666666666667,7.67,-51.3666666666667,163.833333333333,94.8333333333333,12.54,99.2333333333333,0.652333333333333,0.459,0.243333333333333
"Dec11rep2",39,740.466666666667,64.2666666666667,108.433333333333,0.05,109.8,70.3333333333333,38.6333333333333,3.7,7.59333333333333,-47.2333333333333,174.166666666667,96.5,12.75,99,0.15,0.105,0.111333333333333
"Dec14rep2",42,729.066666666667,65.4,112.333333333333,0.05,113.633333333333,73,37.6333333333333,3.13333333333333,7.77666666666667,-57.2,188.2,93.7,12.5666666666667,97.6666666666667,0.0636666666666667,0.0446666666666667,-0.133333333333333
"Dec15rep2",43,745.766666666667,65.6,112.966666666667,0.05,114.266666666667,73,37.5,3.1,7.61333333333333,-48.3333333333333,191.5,95.4,12.8166666666667,97.2333333333333,0.159333333333333,0.112,0.116333333333333
"Dec16rep2",44,731.566666666667,67.2333333333333,116.433333333333,0.05,117.7,76,37.2,2.9,7.64666666666666,-50.0666666666666,181.183333333334,96.2,12.9766666666667,99.9,0.304666666666667,0.214,0.059
"Dec17rep2",45,735.666666666667,68.1,118.333333333333,0.06,119.6,77,37,2.8,7.68,-51.8,152.5,95.6,12.9466666666667,98.8,0.254333333333333,0.178666666666667,0.0646666666666667
"Dec18rep2",46,739.1,65.8666666666667,116.633333333333,0.05,117.733333333333,76,35.9666666666667,2.2,7.69666666666667,-52.6,115.566666666667,94.9,13.05,97.6,0.371333333333333,0.260666666666667,0.204666666666667
"Dec21rep2",49,742.65,57.8,106,0.05,106.7,69,34.1,1.2,6.7975,-4.4,255.075,94.675,13.39,96.875,0.30125,0.21175,0.221
"Dec22rep2",50,740.725,57.875,106.625,0.05,107.325,69,33.9,1.1,7.68,-51.65,144.5,94.825,13.4575,97.3,0.1335,0.09375,0.086
"Dec23rep2",51,733.4,60.9666666666667,110.433333333333,0.05,111.266666666667,71.6666666666667,34.8,1.56666666666667,8.08666666666667,-73.5333333333333,118.8,92.7,12.9833333333333,96.0666666666667,0.202333333333333,0.142,0.0466666666666667
"Jan4rep2",63,757.2,56.9,107.4,0.05,107.85,70,32.7,0.4,7.68,-51.5,136.5,94,13.58,94.3,0.3175,0.223,0.418
"Jan5rep2",64,748.1,57.9,109.4,0.05,109.866666666667,71,32.6,0.3,7.33,-32.8,156.633333333333,94.4333333333333,13.67,95.9333333333333,0.331333333333333,0.232666666666667,0.315333333333333
"Jan6rep2",65,748.133333333333,57.1666666666667,108.133333333333,0.05,108.533333333333,70,32.5666666666667,0.3,7.51333333333333,-42.7,145,95.0333333333333,13.7633333333333,96.5666666666667,0.338,0.238,0.302333333333333
"Jan7rep2",66,745.633333333333,56.8,107.366666666667,0.05,107.766666666667,70,32.6666666666667,0.333333333333333,7.52666666666667,-43.3,148.066666666667,95.2666666666667,13.7833333333333,97.1,0.0793333333333333,0.056,0.161333333333333
"Jan8rep2",67,739.233333333333,56.6,106.933333333333,0.05,107.366666666667,69.3333333333333,32.6333333333333,0.333333333333333,7.98333333333333,-67.5,118.6,94.6333333333333,13.69,97.2666666666667,0.934666666666667,0.657333333333333,0.595333333333333
"Jan11rep2",70,741.5,57.9,109.6,0.05,110.033333333333,71,32.5,0.3,8.06,-71.6,134.2,94.5,13.69,96.8,0.797333333333333,0.560666666666667,0.562
"Jan12rep2",71,743.966666666667,59.9333333333333,112.333333333333,0.05,112.933333333333,73,33.0333333333333,0.566666666666667,8,-68.4666666666667,93.7666666666667,93.6333333333333,13.4666666666667,95.6333333333333,0.963666666666667,0.677666666666667,0.71
"Jan13rep2",72,739.933333333333,57.6333333333333,108.833333333333,0.05,109.266666666667,71,32.7,0.4,7.86333333333333,-61.2666666666667,144,93.5333333333333,13.5266666666667,96.0333333333333,0.938666666666667,0.66,0.611
"Jan14rep2",73,738.766666666667,56.4888888888889,107.111111111111,0.05,107.511111111111,70,32.4666666666667,0.277777777777778,7.33666666666667,-33.2,181.455555555556,93.3111111111111,13.5422222222222,96,0.400555555555556,0.281666666666667,0.250666666666667
"Jan15rep2",74,735.5,57.1,107.866666666667,0.05,108.333333333333,70,32.6666666666667,0.366666666666667,7.55666666666667,-44.9333333333333,172.9,92.8,13.4233333333333,95.8666666666667,2.46366666666667,1.73233333333333,1.647
"Jan18rep2",77,747.8,57.7666666666667,109.533333333333,0.05,109.933333333333,71,32.4333333333333,0.266666666666667,7.96666666666667,-66.7,108.633333333333,92.3,13.39,93.7666666666667,0.771333333333333,0.542333333333333,0.603333333333333
"Jan19rep2",78,755.6,12.9,24.8333333333333,0.0133333333333333,24.9,16.3333333333333,31.8333333333333,-0.133333333333333,7.08333333333333,-19.7666666666667,231.833333333333,113.533333333333,16.64,114.2,0.029,0.0203333333333333,0.387
"Jan20rep2",79,750.266666666667,57.3,109,0.05,109.4,70.6666666666667,32.3,0.166666666666667,7.79666666666667,-57.7,137.533333333333,93.4333333333333,13.59,94.6666666666667,1.04233333333333,0.733,0.866666666666667
"Jan21rep2",80,752.466666666667,59.2333333333333,110.1,0.05,110.733333333333,71.6666666666667,33.4666666666667,0.833333333333333,6.41,16.2666666666667,214.533333333333,93.7333333333333,13.3866666666667,94.6333333333333,0.618333333333333,0.435333333333333,0.574666666666667
"Jan22rep2",81,756.1,56.4333333333333,107.766666666667,0.05,108.133333333333,70,32.1,0.1,7.50333333333333,-42.1333333333333,160.466666666667,95.8666666666667,13.9866666666667,96.3333333333333,1.77933333333333,1.25133333333333,1.438
"Jan25rep2",84,740.733333333333,56.7,108.533333333333,0.05,108.866666666667,70.6666666666667,32,0,7.81333333333333,-58.6,166.3,95.7,13.9933333333333,98.1666666666667,2.55133333333333,1.794,1.787
"Jan26rep2",85,744.5,56.5333333333333,107.7,0.05,108.1,70,32.2333333333333,0.133333333333333,7.86,-60.9,165.066666666667,95.8333333333333,13.96,97.8333333333333,1.89333333333333,1.33166666666667,1.36766666666667
"Jan27rep2",86,743.233333333333,56.6333333333333,107.433333333333,0.05,107.866666666667,70,32.4333333333333,0.266666666666667,7.79,-57.2333333333333,154.833333333333,95.7,13.8966666666667,97.8666666666667,1.093,0.769,0.783
"Jan28rep2",87,738.966666666667,57.3,109.1,0.05,109.5,71,32.2333333333333,0.133333333333333,8.08,-72.5333333333333,159.866666666667,95.4,13.8933333333333,98.1,0.366,0.257333333333333,0.218
"Jan29rep2",88,740.466666666667,56.8666666666667,108.633333333333,0.05,108.966666666667,70.6666666666667,32.1,0.1,6.77333333333333,-3.3,224.733333333333,95.1333333333333,13.8766666666667,97.6666666666667,1.99033333333333,1.39933333333333,1.38066666666667
"Feb1rep2",91,745.6,60.2666666666667,112.733333333333,0.05,113.333333333333,73.3333333333333,33.1666666666667,0.666666666666667,7.74,-54.5166666666667,155.233333333333,94.4333333333333,13.56,96.2666666666667,0.567666666666667,0.399333333333333,0.447
"Feb2rep2",92,747.466666666667,58.4666666666667,111.5,0.05,111.9,72.3333333333333,32.2,0.133333333333333,7.93333333333333,-64.9666666666667,131.666666666667,95.0333333333333,13.8533333333333,96.6333333333333,1.26433333333333,0.889333333333333,0.960666666666667
"Feb3rep2",93,738.15,58.575,111.9,0.05,112.275,73,32.1,0.1,7.81166666666667,-58.3833333333333,154.866666666667,95.325,13.91,98.15,1.28175,0.9015,0.84775
"Feb4rep2",94,747.7,58.3666666666667,111.566666666667,0.05,111.966666666667,72.6666666666667,32.0666666666667,0.0333333333333333,7.81166666666667,-58.3833333333333,154.866666666667,94.5333333333333,13.8033333333333,96.0666666666667,0.139333333333333,0.0976666666666667,0.210666666666667
"Feb5rep2",95,752.525,62.375,117.95,0.05,118.45,77,32.575,0.325,7.81166666666667,-58.3833333333333,154.866666666667,92.15,13.3475,93.05,0.24875,0.175,0.32175
"Feb8rep2",98,740.2,60.4333333333333,114.733333333333,0.05,115.166666666667,74.6666666666667,32.4,0.2,7.81166666666667,-58.3833333333333,154.866666666667,93.4666666666667,13.5833333333333,95.9666666666667,0.822333333333333,0.578333333333333,0.553666666666667
"Feb9rep2",99,744.233333333333,60.3,114.933333333333,0.05,115.3,75,32.1666666666667,0.133333333333333,7.81166666666667,-58.3833333333333,154.866666666667,92.8,13.5233333333333,94.7666666666667,0.683666666666667,0.480666666666667,0.520666666666667
"Feb11rep2",101,751.1,60.3,115.2,0.05,115.5,75,32.1,0.1,7.69,-51.8,154.1,92,13.44,93.1,0.225,0.158,0.271
"Feb12rep2",102,752.733333333333,63.2,120.333333333333,0.06,120.766666666667,78.3333333333333,32.2666666666667,0.166666666666667,7.61333333333333,-47.9666666666667,155.633333333333,108.166666666667,15.77,109.233333333333,0.37,0.260333333333333,0.410333333333333
"Feb15rep2",105,738.533333333333,64.6333333333333,120.566666666667,0.06,121.2,78.3333333333333,33.3,0.733333333333333,8.61,-101.133333333333,153.1,92.5333333333333,13.2566666666667,95.2333333333333,0.291333333333333,0.204666666666667,0.131333333333333
"Feb16rep2",106,740.3,60.7666666666667,115.233333333333,0.05,115.7,75,32.4666666666667,0.266666666666667,8.14333333333333,-76.0333333333333,122.6,92.9666666666667,13.4866666666667,95.4333333333333,1.044,0.734,0.709666666666667
"Feb18rep2",108,746.866666666667,60.1666666666667,114.333333333333,0.05,114.766666666667,74.3333333333333,32.3666666666667,0.233333333333333,7.17666666666667,-34.9333333333333,146.933333333333,94.5,13.7333333333333,96.1666666666667,0.948,0.666666666666667,0.747666666666667
"Feb19rep2",109,724.933333333333,68.4666666666667,129.866666666667,0.06,130.333333333333,84.6666666666667,32.4333333333333,0.233333333333333,7.29333333333333,-41.0666666666667,162.033333333333,92.8666666666667,13.4766666666667,97.3666666666667,0.289666666666667,0.203666666666667,-0.0413333333333333
"Feb22rep2",112,750.8,66.6333333333333,126.8,0.06,127.266666666667,82.3333333333333,32.2666666666667,0.166666666666667,7.24666666666667,-38.5,120.9,94.3666666666667,13.7333333333333,95.5333333333333,0.865333333333333,0.608666666666667,0.723666666666667
"Feb23rep2",113,746.3,69.5666666666667,131.3,0.06,131.833333333333,85,32.7,0.4,7.62333333333333,-58.3,123.933333333333,92.4333333333333,13.3633333333333,94.1333333333333,0.459666666666667,0.323,0.376666666666667
"Feb25rep2",115,748.166666666667,65.5333333333333,124.866666666667,0.06,125.3,81.3333333333333,32.2,0.133333333333333,8.06333333333333,-81.7333333333333,99.6666666666667,93.9,13.6766666666667,95.3666666666667,0.648333333333333,0.456,0.482333333333333
"Feb26rep2",116,748.266666666667,64.7333333333333,123.433333333333,0.06,123.866666666667,80,32.1333333333333,0.1,8.14333333333333,-85.9,91.7666666666667,93.5,13.63,94.9333333333333,0.858,0.603333333333333,0.683666666666667
"Feb29rep2",119,744.933333333333,67.2333333333333,126.766666666667,0.06,127.3,82,32.7666666666667,0.4,8.26333333333333,-92.4,110.933333333333,90.7666666666667,13.1066666666667,92.6,1.10633333333333,0.778,0.813333333333333
"Mar2rep2",121,747.233333333333,69.9333333333333,132.5,0.06,133,86.3333333333333,32.5,0.266666666666667,8.2,-88.9,111.7,89.7666666666667,13.02,91.3,0.946,0.665,0.762666666666667
"Mar3rep2",122,748.1,71.6,134.566666666667,0.06,135.166666666667,87.6666666666667,32.9333333333333,0.5,6.21333333333333,11.6333333333333,204.9,89.3333333333333,12.8733333333333,90.7333333333333,0.839333333333333,0.59,0.668333333333333
"Mar4rep2",123,748.233333333333,71.4,135.1,0.06,135.666666666667,88,32.5666666666667,0.333333333333333,7.24666666666667,-42.3,144.933333333333,89.9,13.0233333333333,91.3,0.950333333333333,0.668333333333333,0.785333333333333
"Mar7rep2",126,741.766666666667,73.6333333333333,139.166666666667,0.06,139.733333333333,90.3333333333333,32.6333333333333,0.333333333333333,8.13,-88.5333333333333,127.666666666667,89.2,12.9133333333333,91.4,0.444,0.312333333333333,0.298
"Mar8rep2",127,736.3,71,133.6,0.06,134.2,87,32.85,0.45,8.365,-100.75,122.4,89.25,12.875,92.1,0.303,0.2135,0.135
"Mar9rep2",128,743.4,73.7333333333333,139.033333333333,0.06,139.666666666667,90.3333333333333,32.7333333333333,0.4,7.66333333333333,-64.3,133,88.5666666666667,12.7966666666667,90.5666666666667,0.699333333333333,0.492,0.507666666666667
"Mar10rep2",129,749,67.9333333333333,128.9,0.06,129.366666666667,83.6666666666667,32.4666666666667,0.266666666666667,8.08666666666667,-86.3333333333333,127.133333333333,91.3666666666667,13.2633333333333,92.7,0.626333333333333,0.440333333333333,0.530333333333333
"Mar11rep2",130,749.133333333333,70.9,132.433333333333,0.06,133.066666666667,86,33.2,0.666666666666667,8.05333333333333,-84.3666666666667,104.033333333333,90.4333333333333,12.9733333333333,91.7333333333333,0.736666666666667,0.518,0.610333333333333
"Mar14rep2",133,737.3,72.9,132.333333333333,0.06,133.333333333333,85.6666666666667,34.7,1.53333333333333,8.29333333333333,-97.2,138.3,90.4,12.6766666666667,93.1666666666667,1.459,1.026,0.958666666666667
"Mar15rep2",134,740,65.7,122.966666666667,0.06,123.566666666667,80,33.1,0.633333333333333,8.07,-85.35,144.1,93.1,13.37,95.6333333333333,0.145,0.102,0.0466666666666667
"Mar21rep2",140,747.566666666667,70.7333333333333,129.266666666667,0.06,130.166666666667,84,34.3333333333333,1.3,7.99666666666667,-81.6666666666667,149.9,91.3,12.8733333333333,92.8333333333333,0.98,0.689,0.761
"Mar22rep2",141,742.4,62.7,117.4,0.05,118,76.3333333333333,33.0666666666667,0.633333333333333,8.36666666666667,-100.8,173.966666666667,93.0333333333333,13.37,95.2333333333333,1.46666666666667,1.03133333333333,1.03133333333333
"Mar23rep2",142,750.5,62.8333333333333,117.666666666667,0.05,118.266666666667,76.3333333333333,33.1,0.633333333333333,6.53666666666667,-5.4,172.6,92.7666666666667,13.3266666666667,93.9333333333333,0.522666666666667,0.367666666666667,0.482
"Mar24rep2",143,744.8,61.3666666666667,115.666666666667,0.05,116.166666666667,75,32.7333333333333,0.4,7.92,-77.6,169.8,94.3666666666667,13.6366666666667,96.3333333333333,0.693666666666667,0.488,0.520333333333333
"Mar31rep2",150,733.3,59.45,108.35,0.05,109.125,70.25,34.5,1.375,7.8375,-73.2,149.325,90.075,12.6725,93.375,0.60125,0.42275,0.2995
"Apr18rep2",168,756.8,64.3333333333333,110,0.05,111.3,71.6666666666667,37.8,3.2,7.16,-37.1,229.966666666667,90.8666666666667,12.1466666666667,91.2666666666667,1.02166666666667,0.718666666666667,0.913333333333333
"Apr19rep2",169,756.233333333333,65.0666666666667,110.9,0.05,112.266666666667,72,38.0333333333333,3.33333333333333,7.3,-44.4666666666667,115,89.8,11.9766666666667,90.3,0.835,0.586666666666667,0.777
